Taxa,Flowering_BLUE
MO44_PHW65_0163/PHT69,64.26829794622668
MO44_PHW65_0164/LH195,66.80880733832629
MO44_PHW65_0164/PHT69,63.817112679468586
MO44_PHW65_0165/LH195,66.27846938928785
MO44_PHW65_0165/PHT69,64.82507934121284
MO44_PHW65_0166/LH195,67.26992215020768
MO44_PHW65_0166/PHT69,64.65394495149414
MO44_PHW65_0167/LH195,65.52981910522301
MO44_PHW65_0167/PHT69,64.33438793937239
MO44_PHW65_0168/LH195,67.20941973753656
MO44_PHW65_0168/PHT69,65.13482948492674
MO44_PHW65_0171/LH195,67.9716537417062
MO44_PHW65_0171/PHT69,65.04533891505493
MO44_PHW65_0174/LH195,66.84610342779233
MO44_PHW65_0174/PHT69,64.79277035744548
MO44_PHW65_0175/LH195,65.57701452677186
MO44_PHW65_0175/PHT69,62.40265614718086
MO44_PHW65_0176/LH195,69.19782840821219
MO44_PHW65_0176/PHT69,64.21208048521503
MO44_PHW65_0177/LH195,67.10922894506756
MO44_PHW65_0177/PHT69,64.4359199091478
MO44_PHW65_0178/LH195,66.9219244098005
MO44_PHW65_0178/PHT69,64.64302528373159
MO44_PHW65_0179/LH195,67.90243483424345
MO44_PHW65_0179/PHT69,64.93575240811552
MO44_PHW65_0180/LH195,66.84888375319848
MO44_PHW65_0180/PHT69,64.14072775619773
MO44_PHW65_0184/LH195,68.23484755768489
MO44_PHW65_0184/PHT69,64.42211747159
MO44_PHW65_0185/LH195,67.2461572510334
MO44_PHW65_0185/PHT69,64.29421237959686
MO44_PHW65_0187/LH195,66.88385550636083
MO44_PHW65_0187/PHT69,64.01732138684724
MO44_PHW65_0188/LH195,67.19916361540332
MO44_PHW65_0188/PHT69,64.10404018839856
MO44_PHW65_0189/LH195,65.95949693506073
MO44_PHW65_0189/PHT69,64.19488575422211
MO44_PHW65_0191/LH195,65.63957710607352
MO44_PHW65_0191/PHT69,63.200117765211466
MO44_PHW65_0193/LH195,65.6539025172447
MO44_PHW65_0193/PHT69,63.58082965686206
MO44_PHW65_0195/LH195,67.02318997655648
MO44_PHW65_0195/PHT69,63.53949377475057
MO44_PHW65_0200/LH195,66.90308443795392
MO44_PHW65_0200/PHT69,64.93086309911772
MO44_PHW65_0203/LH195,67.78113841546958
MO44_PHW65_0203/PHT69,64.77302893026676
MO44_PHW65_0207/LH195,67.35403855331215
MO44_PHW65_0207/PHT69,65.55982406499942
MO44_PHW65_0210/LH195,66.68890140873684
MO44_PHW65_0210/PHT69,65.54898341498397
MO44_PHW65_0214/LH195,66.42196152238147
MO44_PHW65_0214/PHT69,64.02011217921827
MO44_PHW65_0217/LH195,67.89210170180485
MO44_PHW65_0217/PHT69,64.09372061226354
MO44_PHW65_0218/LH195,66.44787363592624
MO44_PHW65_0218/PHT69,63.47500965514865
