taxa,PC1,PC2,PC3,PC4
MO44_PHW65_0175/PHT69,9.01085916062565,-3.23409115275387,6.20190020041395,2.00600940618985
MO44_PHW65_0176/LH195,7.56901932449235,-3.23872531389776,9.12797810985537,1.78410871829624
MO44_PHW65_0176/PHT69,7.56901932449235,-3.23872531389776,9.12797810985537,1.78410871829624
MO44_PHW65_0177/LH195,8.8334925506246,-3.64296261089872,8.18953476331434,1.02240930008721
MO44_PHW65_0177/PHT69,8.8334925506246,-3.64296261089872,8.18953476331434,1.02240930008721
MO44_PHW65_0178/LH195,7.38798125453505,-3.20458961665441,8.4951432344085,1.52499876891217
MO44_PHW65_0178/PHT69,7.38798125453505,-3.20458961665441,8.4951432344085,1.52499876891217
MO44_PHW65_0179/LH195,7.08432055405518,-4.09984249237665,8.18524442869737,2.09401764591269
MO44_PHW65_0179/PHT69,7.08432055405518,-4.09984249237665,8.18524442869737,2.09401764591269
MO44_PHW65_0180/LH195,7.73482813507012,-3.79672820331045,8.74610558215347,1.88725058909437
MO44_PHW65_0180/PHT69,7.73482813507012,-3.79672820331045,8.74610558215347,1.88725058909437
MO44_PHW65_0184/LH195,7.04450065525016,-3.68003032118403,9.25941039677372,0.833747163427639
MO44_PHW65_0184/PHT69,7.04450065525016,-3.68003032118403,9.25941039677372,0.833747163427639
MO44_PHW65_0185/LH195,7.30662499182239,-3.5825803572637,8.21952419455342,1.67216913551184
MO44_PHW65_0185/PHT69,7.30662499182239,-3.5825803572637,8.21952419455342,1.67216913551184
MO44_PHW65_0187/LH195,8.99030799400006,-2.61235310494097,5.14804096715633,-0.0286740926394278
MO44_PHW65_0187/PHT69,8.99030799400006,-2.61235310494097,5.14804096715633,-0.0286740926394278
MO44_PHW65_0188/LH195,9.65562521417396,-2.68530905028988,5.15620813668505,0.74420493637441
MO44_PHW65_0188/PHT69,9.65562521417396,-2.68530905028988,5.15620813668505,0.74420493637441
MO44_PHW65_0189/LH195,6.82512939061548,-3.83209101112694,9.23809769980027,1.53579566523497
MO44_PHW65_0189/PHT69,6.82512939061548,-3.83209101112694,9.23809769980027,1.53579566523497
MO44_PHW65_0191/LH195,7.18421142970071,-4.16344310955761,8.66444816413792,1.88895058835344
MO44_PHW65_0191/PHT69,7.18421142970071,-4.16344310955761,8.66444816413792,1.88895058835344
MO44_PHW65_0193/LH195,4.71286560231708,-1.69261970098674,6.62062108961393,2.09908417455049
MO44_PHW65_0193/PHT69,4.74335041698169,-1.69877215615629,6.62662205768339,2.07560996070557
MO44_PHW65_0195/LH195,8.96267318582044,-3.22041949366686,7.105728123526,1.34692610601717
MO44_PHW65_0195/PHT69,8.96267318582044,-3.22041949366686,7.105728123526,1.34692610601717
MO44_PHW65_0200/LH195,9.48184573967692,-2.73463701821124,5.10855754421364,0.672838468541847
MO44_PHW65_0200/PHT69,9.48184573967692,-2.73463701821124,5.10855754421364,0.672838468541847
MO44_PHW65_0203/LH195,7.77099299565152,-3.77745457904472,8.40737356028522,0.90937699233555
MO44_PHW65_0203/PHT69,7.77099299565152,-3.77745457904472,8.40737356028522,0.90937699233555
MO44_PHW65_0207/LH195,7.12905629948821,-3.51982969861859,9.50288839047857,1.34190141187219
MO44_PHW65_0207/PHT69,7.12905629948821,-3.51982969861859,9.50288839047857,1.34190141187219
MO44_PHW65_0210/LH195,6.1527744881684,-3.3314705672981,8.29244291556339,1.68321319100904
